"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Cocaine"	"T40.5"	"2017"	"2017"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	41	913419	4.5
	"Cocaine"	"T40.5"	"2017"	"2017"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	56	3034708	1.8
	"Cocaine"	"T40.5"	"2017"	"2017"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	97	846843	11.5
	"Cocaine"	"T40.5"	"2017"	"2017"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	153	2993185	5.1
	"Cocaine"	"T40.5"	"2017"	"2017"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	15	3024857	Unreliable
	"Cocaine"	"T40.5"	"2017"	"2017"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	13	206724	Unreliable
	"Cocaine"	"T40.5"	"2017"	"2017"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	61	3039637	2.0
	"Cocaine"	"T40.5"	"2017"	"2017"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	58	871582	6.7
	"Cocaine"	"T40.5"	"2017"	"2017"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	17	40181	Unreliable
	"Cocaine"	"T40.5"	"2017"	"2017"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	111	847834	13.1
	"Cocaine"	"T40.5"	"2017"	"2017"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	17	214148	Unreliable
	"Cocaine"	"T40.5"	"2017"	"2017"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	64	2568291	2.5
	"Cocaine"	"T40.5"	"2017"	"2017"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	53	208011	25.5
	"Cocaine"	"T40.5"	"2017"	"2017"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	122	2548911	4.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	11	715232	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	15	1745200	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	31	623614	5.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	31	1681545	1.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	25	3035887	0.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	27	212747	12.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	101	3003683	3.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	65	1433638	4.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	83	14605654	0.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	23	3157535	0.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	123	1417457	8.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	304	14696171	2.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	28	2507393	1.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	21	160870	13.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	79	2543008	3.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"Black or African American"	"2054-5"	13	239602	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	69	1482568	4.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"Black or African American"	"2054-5"	39	219897	17.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	186	1420836	13.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"White"	"2106-3"	31	350767	8.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	27	110099	24.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	74	333163	22.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"District of Columbia"	"11"	"Female"	"F"	"Black or African American"	"2054-5"	22	183289	12.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"District of Columbia"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	74	152939	48.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"Black or African American"	"2054-5"	50	1932601	2.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	334	8511168	3.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"Black or African American"	"2054-5"	152	1803842	8.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	674	8210580	8.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	38	1861485	2.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	39	3260043	1.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	99	1638011	6.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	103	3206710	3.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	85	1025684	8.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	118	5000543	2.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	216	914607	23.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	345	4917103	7.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"Black or African American"	"2054-5"	14	367906	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	55	2916338	1.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	57	345396	16.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	126	2847465	4.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Kansas"	"20"	"Male"	"M"	"White"	"2106-3"	12	1271727	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"Black or African American"	"2054-5"	11	203426	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	33	2014135	1.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	17	202059	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	71	1952029	3.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Louisiana"	"22"	"Female"	"F"	"White"	"2106-3"	26	1500013	1.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	43	739485	5.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	42	1468706	2.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maine"	"23"	"Female"	"F"	"White"	"2106-3"	23	654733	3.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maine"	"23"	"Male"	"M"	"White"	"2106-3"	65	626954	10.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"Black or African American"	"2054-5"	77	1028325	7.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	122	1834624	6.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"Black or African American"	"2054-5"	197	904067	21.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	307	1793563	17.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"Massachusetts"	"25"	"Female"	"F"	"Black or African American"	"2054-5"	13	343296	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	175	2916342	6.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Massachusetts"	"25"	"Male"	"M"	"Black or African American"	"2054-5"	55	326210	16.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	464	2754257	16.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	84	783314	10.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	186	4057993	4.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	146	712715	20.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	339	3983205	8.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Minnesota"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	16	216168	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	19	2383498	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	16	882055	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Missouri"	"29"	"Female"	"F"	"Black or African American"	"2054-5"	19	403371	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	19	2613349	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Missouri"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	43	368653	11.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	51	2543066	2.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Nevada"	"32"	"Male"	"M"	"Black or African American"	"2054-5"	12	169042	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	22	1178353	1.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Hampshire"	"33"	"Female"	"F"	"White"	"2106-3"	22	646643	3.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Hampshire"	"33"	"Male"	"M"	"White"	"2106-3"	45	632712	7.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Jersey"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	73	735134	9.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	160	3313024	4.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Jersey"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	142	668991	21.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	484	3197983	15.1
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	18	880462	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	34	863867	3.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"New York"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	106	1931486	5.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	228	7044442	3.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"New York"	"36"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	13	881019	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"New York"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	241	1702819	14.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	677	6792905	10.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"North Carolina"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	48	1270907	3.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	173	3786739	4.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"North Carolina"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	139	1123641	12.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	331	3664840	9.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Ohio"	"39"	"Female"	"F"	"Black or African American"	"2054-5"	92	846123	10.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	260	4927587	5.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	203	784418	25.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	542	4771122	11.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Oklahoma"	"40"	"Female"	"F"	"Black or African American"	"2054-5"	11	176289	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Oklahoma"	"40"	"Male"	"M"	"Black or African American"	"2054-5"	13	177426	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	11	1514203	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	30	1848930	1.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	97	842932	11.5
	"Cocaine"	"T40.5"	"2018"	"2018"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	233	5398278	4.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	195	789381	24.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	511	5211467	9.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	29	463878	6.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	87	437837	19.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	22	754312	2.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	65	1797532	3.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	72	664556	10.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	107	1734214	6.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	25	630693	4.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	65	2743738	2.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	67	567970	11.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	95	2647469	3.6
	"Cocaine"	"T40.5"	"2018"	"2018"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	57	1958375	2.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	104	11498039	0.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	200	1844873	10.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	366	11463624	3.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	13	1447614	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	35	1465924	2.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Vermont"	"50"	"Female"	"F"	"White"	"2106-3"	15	303083	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	35	295117	11.9
	"Cocaine"	"T40.5"	"2018"	"2018"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	37	919991	4.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	67	3043437	2.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	108	853436	12.7
	"Cocaine"	"T40.5"	"2018"	"2018"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	190	3002430	6.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Washington"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	11	188454	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	25	3056404	0.8
	"Cocaine"	"T40.5"	"2018"	"2018"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	22	214948	10.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	62	3071823	2.0
	"Cocaine"	"T40.5"	"2018"	"2018"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	36	865595	4.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	12	40619	Unreliable
	"Cocaine"	"T40.5"	"2018"	"2018"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	88	842936	10.4
	"Cocaine"	"T40.5"	"2018"	"2018"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	20	216304	9.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	57	2570161	2.2
	"Cocaine"	"T40.5"	"2018"	"2018"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	49	210722	23.3
	"Cocaine"	"T40.5"	"2018"	"2018"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	144	2551235	5.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	15	718161	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	18	1751454	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	35	624145	5.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	27	1686026	1.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	23	3076856	0.7
	"Cocaine"	"T40.5"	"2019"	"2019"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	12	220236	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	111	3042079	3.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Arkansas"	"05"	"Male"	"M"	"Black or African American"	"2054-5"	12	233986	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	89	1432396	6.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	92	14556661	0.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	40	3185423	1.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	179	1420744	12.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	438	14647104	3.0
	"Cocaine"	"T40.5"	"2019"	"2019"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	27	2530461	1.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	11	164144	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	90	2569077	3.5
	"Cocaine"	"T40.5"	"2019"	"2019"	"Connecticut"	"09"	"Female"	"F"	"Black or African American"	"2054-5"	14	243266	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	76	1473534	5.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Connecticut"	"09"	"Male"	"M"	"Black or African American"	"2054-5"	47	222173	21.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	227	1412870	16.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Delaware"	"10"	"Female"	"F"	"Black or African American"	"2054-5"	14	124989	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Delaware"	"10"	"Female"	"F"	"White"	"2106-3"	29	352344	8.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Delaware"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	35	111879	31.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	91	333960	27.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"District of Columbia"	"11"	"Female"	"F"	"Black or African American"	"2054-5"	37	182770	20.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"District of Columbia"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	78	152076	51.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"Florida"	"12"	"Female"	"F"	"Black or African American"	"2054-5"	56	1953170	2.9
	"Cocaine"	"T40.5"	"2019"	"2019"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	311	8579910	3.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Florida"	"12"	"Male"	"M"	"Black or African American"	"2054-5"	202	1821276	11.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	829	8274592	10.0
	"Cocaine"	"T40.5"	"2019"	"2019"	"Georgia"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	52	1888712	2.8
	"Cocaine"	"T40.5"	"2019"	"2019"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	38	3278419	1.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Georgia"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	132	1661066	7.9
	"Cocaine"	"T40.5"	"2019"	"2019"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	80	3223084	2.5
	"Cocaine"	"T40.5"	"2019"	"2019"	"Illinois"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	104	1022273	10.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	117	4968914	2.4
	"Cocaine"	"T40.5"	"2019"	"2019"	"Illinois"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	275	912126	30.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	372	4885645	7.6
	"Cocaine"	"T40.5"	"2019"	"2019"	"Indiana"	"18"	"Female"	"F"	"Black or African American"	"2054-5"	20	374311	5.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	68	2925321	2.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"Indiana"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	64	351855	18.2
	"Cocaine"	"T40.5"	"2019"	"2019"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	116	2855449	4.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Kansas"	"20"	"Male"	"M"	"White"	"2106-3"	18	1271463	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Kentucky"	"21"	"Female"	"F"	"Black or African American"	"2054-5"	12	204894	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	26	2012997	1.3
	"Cocaine"	"T40.5"	"2019"	"2019"	"Kentucky"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	24	203781	11.8
	"Cocaine"	"T40.5"	"2019"	"2019"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	61	1950279	3.1
	"Cocaine"	"T40.5"	"2019"	"2019"	"Louisiana"	"22"	"Female"	"F"	"Black or African American"	"2054-5"	12	818281	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Louisiana"	"22"	"Female"	"F"	"White"	"2106-3"	13	1495760	Unreliable
	"Cocaine"	"T40.5"	"2019"	"2019"	"Louisiana"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	42	738233	5.7
	"Cocaine"	"T40.5"	"2019"	"2019"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	35	1462278	2.4
	"Cocaine"	"T40.5"	"2019"	"2019"	"Maine"	"23"	"Female"	"F"	"White"	"2106-3"	23	656864	3.5
	"Cocaine"	"T40.5"	"2019"	"2019"	"Maine"	"23"	"Male"	"M"	"White"	"2106-3"	75	628760	11.9
	"Cocaine"	"T40.5"	"2019"	"2019"	"Maryland"	"24"	"Female"	"F"	"Black or African American"	"2054-5"	81	1035438	7.8
