"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Cocaine"	"T40.5"	"2006"	"2006"	"Michigan"	"26"	"Female"	"F"	65	5106621	1.3
	"Cocaine"	"T40.5"	"2006"	"2006"	"Michigan"	"26"	"Male"	"M"	188	4929460	3.8
	"Cocaine"	"T40.5"	"2006"	"2006"	"Minnesota"	"27"	"Female"	"F"	12	2600951	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Minnesota"	"27"	"Male"	"M"	27	2562604	1.1
	"Cocaine"	"T40.5"	"2006"	"2006"	"Mississippi"	"28"	"Female"	"F"	12	1496313	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Mississippi"	"28"	"Male"	"M"	41	1408665	2.9
	"Cocaine"	"T40.5"	"2006"	"2006"	"Missouri"	"29"	"Female"	"F"	35	2987563	1.2
	"Cocaine"	"T40.5"	"2006"	"2006"	"Missouri"	"29"	"Male"	"M"	76	2855141	2.7
	"Cocaine"	"T40.5"	"2006"	"2006"	"Nevada"	"32"	"Female"	"F"	19	1243993	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Nevada"	"32"	"Male"	"M"	67	1278665	5.2
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Hampshire"	"33"	"Female"	"F"	10	662773	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Hampshire"	"33"	"Male"	"M"	27	645616	4.2
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Jersey"	"34"	"Female"	"F"	56	4448099	1.3
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Jersey"	"34"	"Male"	"M"	150	4213580	3.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Mexico"	"35"	"Female"	"F"	33	993969	3.3
	"Cocaine"	"T40.5"	"2006"	"2006"	"New Mexico"	"35"	"Male"	"M"	77	968168	8.0
	"Cocaine"	"T40.5"	"2006"	"2006"	"New York"	"36"	"Female"	"F"	160	9871401	1.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"New York"	"36"	"Male"	"M"	500	9233230	5.4
	"Cocaine"	"T40.5"	"2006"	"2006"	"North Carolina"	"37"	"Female"	"F"	86	4563152	1.9
	"Cocaine"	"T40.5"	"2006"	"2006"	"North Carolina"	"37"	"Male"	"M"	242	4354118	5.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Ohio"	"39"	"Female"	"F"	93	5883067	1.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Ohio"	"39"	"Male"	"M"	256	5598146	4.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Oklahoma"	"40"	"Female"	"F"	12	1818693	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Oklahoma"	"40"	"Male"	"M"	29	1775397	1.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Oregon"	"41"	"Female"	"F"	16	1853117	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Oregon"	"41"	"Male"	"M"	32	1817766	1.8
	"Cocaine"	"T40.5"	"2006"	"2006"	"Pennsylvania"	"42"	"Female"	"F"	51	6429312	0.8
	"Cocaine"	"T40.5"	"2006"	"2006"	"Pennsylvania"	"42"	"Male"	"M"	162	6081497	2.7
	"Cocaine"	"T40.5"	"2006"	"2006"	"Rhode Island"	"44"	"Female"	"F"	17	550134	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Rhode Island"	"44"	"Male"	"M"	55	512962	10.7
	"Cocaine"	"T40.5"	"2006"	"2006"	"South Carolina"	"45"	"Female"	"F"	40	2237655	1.8
	"Cocaine"	"T40.5"	"2006"	"2006"	"South Carolina"	"45"	"Male"	"M"	75	2120192	3.5
	"Cocaine"	"T40.5"	"2006"	"2006"	"Tennessee"	"47"	"Female"	"F"	76	3121455	2.4
	"Cocaine"	"T40.5"	"2006"	"2006"	"Tennessee"	"47"	"Male"	"M"	158	2967311	5.3
	"Cocaine"	"T40.5"	"2006"	"2006"	"Texas"	"48"	"Female"	"F"	127	11771243	1.1
	"Cocaine"	"T40.5"	"2006"	"2006"	"Texas"	"48"	"Male"	"M"	569	11588337	4.9
	"Cocaine"	"T40.5"	"2006"	"2006"	"Utah"	"49"	"Female"	"F"	26	1257991	2.1
	"Cocaine"	"T40.5"	"2006"	"2006"	"Utah"	"49"	"Male"	"M"	71	1267516	5.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Vermont"	"50"	"Male"	"M"	16	306602	Unreliable
	"Cocaine"	"T40.5"	"2006"	"2006"	"Virginia"	"51"	"Female"	"F"	45	3908475	1.2
	"Cocaine"	"T40.5"	"2006"	"2006"	"Virginia"	"51"	"Male"	"M"	100	3765250	2.7
	"Cocaine"	"T40.5"	"2006"	"2006"	"Washington"	"53"	"Female"	"F"	51	3200695	1.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"Washington"	"53"	"Male"	"M"	140	3170058	4.4
	"Cocaine"	"T40.5"	"2006"	"2006"	"West Virginia"	"54"	"Female"	"F"	24	930605	2.6
	"Cocaine"	"T40.5"	"2006"	"2006"	"West Virginia"	"54"	"Male"	"M"	43	897307	4.8
	"Cocaine"	"T40.5"	"2006"	"2006"	"Wisconsin"	"55"	"Female"	"F"	42	2812276	1.5
	"Cocaine"	"T40.5"	"2006"	"2006"	"Wisconsin"	"55"	"Male"	"M"	120	2765379	4.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"Alabama"	"01"	"Male"	"M"	21	2265565	0.9
	"Cocaine"	"T40.5"	"2007"	"2007"	"Arizona"	"04"	"Female"	"F"	30	3096998	1.0
	"Cocaine"	"T40.5"	"2007"	"2007"	"Arizona"	"04"	"Male"	"M"	96	3070683	3.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"Arkansas"	"05"	"Male"	"M"	25	1397292	1.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"California"	"06"	"Female"	"F"	93	18214926	0.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"California"	"06"	"Male"	"M"	307	18035385	1.7
	"Cocaine"	"T40.5"	"2007"	"2007"	"Colorado"	"08"	"Female"	"F"	40	2396433	1.7
	"Cocaine"	"T40.5"	"2007"	"2007"	"Colorado"	"08"	"Male"	"M"	99	2407435	4.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"Connecticut"	"09"	"Female"	"F"	23	1811617	1.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"Connecticut"	"09"	"Male"	"M"	73	1715653	4.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"District of Columbia"	"11"	"Male"	"M"	21	271455	7.7
	"Cocaine"	"T40.5"	"2007"	"2007"	"Florida"	"12"	"Female"	"F"	165	9378587	1.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Florida"	"12"	"Male"	"M"	409	8989255	4.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"Georgia"	"13"	"Female"	"F"	43	4777572	0.9
	"Cocaine"	"T40.5"	"2007"	"2007"	"Georgia"	"13"	"Male"	"M"	131	4572416	2.9
	"Cocaine"	"T40.5"	"2007"	"2007"	"Hawaii"	"15"	"Male"	"M"	13	658490	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Illinois"	"17"	"Female"	"F"	108	6467577	1.7
	"Cocaine"	"T40.5"	"2007"	"2007"	"Illinois"	"17"	"Male"	"M"	300	6228289	4.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Indiana"	"18"	"Female"	"F"	15	3241454	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Indiana"	"18"	"Male"	"M"	44	3138145	1.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"Iowa"	"19"	"Male"	"M"	15	1481189	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Kansas"	"20"	"Female"	"F"	10	1405705	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Kansas"	"20"	"Male"	"M"	24	1378080	1.7
	"Cocaine"	"T40.5"	"2007"	"2007"	"Kentucky"	"21"	"Female"	"F"	16	2164210	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Kentucky"	"21"	"Male"	"M"	58	2092462	2.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Louisiana"	"22"	"Female"	"F"	30	2239125	1.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"Louisiana"	"22"	"Male"	"M"	90	2136456	4.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Maine"	"23"	"Male"	"M"	21	649243	3.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Maryland"	"24"	"Female"	"F"	43	2920109	1.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"Maryland"	"24"	"Male"	"M"	111	2733299	4.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"Massachusetts"	"25"	"Female"	"F"	73	3321653	2.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Massachusetts"	"25"	"Male"	"M"	204	3109906	6.6
	"Cocaine"	"T40.5"	"2007"	"2007"	"Michigan"	"26"	"Female"	"F"	43	5091035	0.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Michigan"	"26"	"Male"	"M"	136	4910249	2.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Minnesota"	"27"	"Female"	"F"	11	2622551	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Minnesota"	"27"	"Male"	"M"	37	2584652	1.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"Mississippi"	"28"	"Male"	"M"	14	1421279	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Missouri"	"29"	"Female"	"F"	25	3007493	0.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Missouri"	"29"	"Male"	"M"	63	2880119	2.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Nevada"	"32"	"Female"	"F"	28	1284052	2.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Nevada"	"32"	"Male"	"M"	65	1317020	4.9
	"Cocaine"	"T40.5"	"2007"	"2007"	"New Hampshire"	"33"	"Male"	"M"	35	647553	5.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"New Jersey"	"34"	"Female"	"F"	37	4455148	0.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"New Jersey"	"34"	"Male"	"M"	127	4222737	3.0
	"Cocaine"	"T40.5"	"2007"	"2007"	"New Mexico"	"35"	"Female"	"F"	20	1007922	2.0
	"Cocaine"	"T40.5"	"2007"	"2007"	"New Mexico"	"35"	"Male"	"M"	90	982148	9.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"New York"	"36"	"Female"	"F"	141	9881510	1.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"New York"	"36"	"Male"	"M"	442	9250825	4.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"North Carolina"	"37"	"Female"	"F"	59	4677313	1.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"North Carolina"	"37"	"Male"	"M"	162	4440724	3.6
	"Cocaine"	"T40.5"	"2007"	"2007"	"Ohio"	"39"	"Female"	"F"	87	5890965	1.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"Ohio"	"39"	"Male"	"M"	214	5609503	3.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Oklahoma"	"40"	"Female"	"F"	26	1837175	1.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"Oklahoma"	"40"	"Male"	"M"	42	1797174	2.3
	"Cocaine"	"T40.5"	"2007"	"2007"	"Oregon"	"41"	"Female"	"F"	11	1879347	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Oregon"	"41"	"Male"	"M"	38	1843070	2.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"Pennsylvania"	"42"	"Female"	"F"	49	6452087	0.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Pennsylvania"	"42"	"Male"	"M"	158	6111850	2.6
	"Cocaine"	"T40.5"	"2007"	"2007"	"Rhode Island"	"44"	"Male"	"M"	31	510456	6.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"South Carolina"	"45"	"Female"	"F"	24	2280792	1.1
	"Cocaine"	"T40.5"	"2007"	"2007"	"South Carolina"	"45"	"Male"	"M"	61	2163318	2.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Tennessee"	"47"	"Female"	"F"	52	3162280	1.6
	"Cocaine"	"T40.5"	"2007"	"2007"	"Tennessee"	"47"	"Male"	"M"	147	3013447	4.9
	"Cocaine"	"T40.5"	"2007"	"2007"	"Texas"	"48"	"Female"	"F"	140	12010572	1.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Texas"	"48"	"Male"	"M"	444	11821411	3.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Utah"	"49"	"Female"	"F"	20	1292672	1.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"Utah"	"49"	"Male"	"M"	57	1305074	4.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"Vermont"	"50"	"Male"	"M"	11	306943	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"Virginia"	"51"	"Female"	"F"	30	3947966	0.8
	"Cocaine"	"T40.5"	"2007"	"2007"	"Virginia"	"51"	"Male"	"M"	113	3803034	3.0
	"Cocaine"	"T40.5"	"2007"	"2007"	"Washington"	"53"	"Female"	"F"	49	3247800	1.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"Washington"	"53"	"Male"	"M"	111	3213787	3.5
	"Cocaine"	"T40.5"	"2007"	"2007"	"West Virginia"	"54"	"Female"	"F"	14	932683	Unreliable
	"Cocaine"	"T40.5"	"2007"	"2007"	"West Virginia"	"54"	"Male"	"M"	47	901369	5.2
	"Cocaine"	"T40.5"	"2007"	"2007"	"Wisconsin"	"55"	"Female"	"F"	41	2827782	1.4
	"Cocaine"	"T40.5"	"2007"	"2007"	"Wisconsin"	"55"	"Male"	"M"	111	2782993	4.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Alabama"	"01"	"Female"	"F"	18	2430257	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Alabama"	"01"	"Male"	"M"	35	2287949	1.5
	"Cocaine"	"T40.5"	"2008"	"2008"	"Alaska"	"02"	"Male"	"M"	18	358043	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Arizona"	"04"	"Female"	"F"	13	3155278	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Arizona"	"04"	"Male"	"M"	63	3125084	2.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Arkansas"	"05"	"Male"	"M"	19	1410334	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"California"	"06"	"Female"	"F"	67	18396972	0.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"California"	"06"	"Male"	"M"	223	18207365	1.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"Colorado"	"08"	"Female"	"F"	25	2439060	1.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Colorado"	"08"	"Male"	"M"	90	2450670	3.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Connecticut"	"09"	"Female"	"F"	19	1820749	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Connecticut"	"09"	"Male"	"M"	52	1724830	3.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Delaware"	"10"	"Male"	"M"	12	428393	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"District of Columbia"	"11"	"Male"	"M"	16	273971	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Florida"	"12"	"Female"	"F"	101	9465279	1.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Florida"	"12"	"Male"	"M"	307	9062026	3.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"Georgia"	"13"	"Female"	"F"	29	4856984	0.6
	"Cocaine"	"T40.5"	"2008"	"2008"	"Georgia"	"13"	"Male"	"M"	99	4647859	2.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Illinois"	"17"	"Female"	"F"	111	6493537	1.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Illinois"	"17"	"Male"	"M"	275	6253501	4.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"Indiana"	"18"	"Female"	"F"	13	3263963	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Indiana"	"18"	"Male"	"M"	37	3160843	1.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"Kentucky"	"21"	"Female"	"F"	13	2183532	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Kentucky"	"21"	"Male"	"M"	44	2106346	2.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Louisiana"	"22"	"Female"	"F"	17	2269630	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Louisiana"	"22"	"Male"	"M"	54	2165956	2.5
	"Cocaine"	"T40.5"	"2008"	"2008"	"Maryland"	"24"	"Female"	"F"	22	2935788	0.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Maryland"	"24"	"Male"	"M"	90	2749177	3.3
	"Cocaine"	"T40.5"	"2008"	"2008"	"Massachusetts"	"25"	"Female"	"F"	56	3340730	1.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Massachusetts"	"25"	"Male"	"M"	132	3128237	4.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"Michigan"	"26"	"Female"	"F"	48	5065899	0.9
	"Cocaine"	"T40.5"	"2008"	"2008"	"Michigan"	"26"	"Male"	"M"	122	4880990	2.5
	"Cocaine"	"T40.5"	"2008"	"2008"	"Minnesota"	"27"	"Male"	"M"	17	2604346	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Mississippi"	"28"	"Male"	"M"	16	1430851	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Missouri"	"29"	"Female"	"F"	22	3024837	0.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Missouri"	"29"	"Male"	"M"	55	2899079	1.9
	"Cocaine"	"T40.5"	"2008"	"2008"	"Nevada"	"32"	"Female"	"F"	21	1310601	1.6
	"Cocaine"	"T40.5"	"2008"	"2008"	"Nevada"	"32"	"Male"	"M"	54	1343029	4.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"New Hampshire"	"33"	"Male"	"M"	12	649330	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"New Jersey"	"34"	"Female"	"F"	46	4469901	1.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"New Jersey"	"34"	"Male"	"M"	100	4241189	2.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"New Mexico"	"35"	"Female"	"F"	22	1018578	2.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"New Mexico"	"35"	"Male"	"M"	87	992084	8.8
	"Cocaine"	"T40.5"	"2008"	"2008"	"New York"	"36"	"Female"	"F"	112	9918841	1.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"New York"	"36"	"Male"	"M"	352	9293595	3.8
	"Cocaine"	"T40.5"	"2008"	"2008"	"North Carolina"	"37"	"Female"	"F"	47	4771376	1.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"North Carolina"	"37"	"Male"	"M"	141	4538073	3.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Ohio"	"39"	"Female"	"F"	61	5896594	1.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Ohio"	"39"	"Male"	"M"	205	5618797	3.6
	"Cocaine"	"T40.5"	"2008"	"2008"	"Oklahoma"	"40"	"Female"	"F"	14	1854771	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Oklahoma"	"40"	"Male"	"M"	24	1814205	1.3
	"Cocaine"	"T40.5"	"2008"	"2008"	"Oregon"	"41"	"Male"	"M"	24	1865213	1.3
	"Cocaine"	"T40.5"	"2008"	"2008"	"Pennsylvania"	"42"	"Female"	"F"	75	6473295	1.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"Pennsylvania"	"42"	"Male"	"M"	149	6138990	2.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"Rhode Island"	"44"	"Female"	"F"	10	545412	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Rhode Island"	"44"	"Male"	"M"	26	509591	5.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"South Carolina"	"45"	"Female"	"F"	27	2325047	1.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"South Carolina"	"45"	"Male"	"M"	56	2203949	2.5
	"Cocaine"	"T40.5"	"2008"	"2008"	"Tennessee"	"47"	"Female"	"F"	36	3203115	1.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Tennessee"	"47"	"Male"	"M"	93	3044296	3.1
	"Cocaine"	"T40.5"	"2008"	"2008"	"Texas"	"48"	"Female"	"F"	92	12249936	0.8
	"Cocaine"	"T40.5"	"2008"	"2008"	"Texas"	"48"	"Male"	"M"	348	12059103	2.9
	"Cocaine"	"T40.5"	"2008"	"2008"	"Utah"	"49"	"Female"	"F"	15	1325631	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Utah"	"49"	"Male"	"M"	53	1337398	4.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Vermont"	"50"	"Male"	"M"	10	307429	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"Virginia"	"51"	"Female"	"F"	31	3988983	0.8
	"Cocaine"	"T40.5"	"2008"	"2008"	"Virginia"	"51"	"Male"	"M"	66	3844513	1.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Washington"	"53"	"Female"	"F"	41	3293162	1.2
	"Cocaine"	"T40.5"	"2008"	"2008"	"Washington"	"53"	"Male"	"M"	80	3269069	2.4
	"Cocaine"	"T40.5"	"2008"	"2008"	"West Virginia"	"54"	"Female"	"F"	14	934911	Unreliable
	"Cocaine"	"T40.5"	"2008"	"2008"	"West Virginia"	"54"	"Male"	"M"	45	905399	5.0
	"Cocaine"	"T40.5"	"2008"	"2008"	"Wisconsin"	"55"	"Female"	"F"	21	2842268	0.7
	"Cocaine"	"T40.5"	"2008"	"2008"	"Wisconsin"	"55"	"Male"	"M"	67	2798728	2.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"Alabama"	"01"	"Male"	"M"	24	2309779	1.0
	"Cocaine"	"T40.5"	"2009"	"2009"	"Alaska"	"02"	"Male"	"M"	16	361893	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Arizona"	"04"	"Female"	"F"	24	3189908	0.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Arizona"	"04"	"Male"	"M"	70	3153246	2.2
	"Cocaine"	"T40.5"	"2009"	"2009"	"Arkansas"	"05"	"Male"	"M"	13	1421830	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"California"	"06"	"Female"	"F"	79	18583075	0.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"California"	"06"	"Male"	"M"	200	18378154	1.1
	"Cocaine"	"T40.5"	"2009"	"2009"	"Colorado"	"08"	"Female"	"F"	20	2480710	0.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Colorado"	"08"	"Male"	"M"	66	2491485	2.6
	"Cocaine"	"T40.5"	"2009"	"2009"	"Connecticut"	"09"	"Female"	"F"	17	1828779	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Connecticut"	"09"	"Male"	"M"	47	1733028	2.7
	"Cocaine"	"T40.5"	"2009"	"2009"	"Delaware"	"10"	"Male"	"M"	12	431935	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Florida"	"12"	"Female"	"F"	74	9534289	0.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Florida"	"12"	"Male"	"M"	234	9118355	2.6
	"Cocaine"	"T40.5"	"2009"	"2009"	"Georgia"	"13"	"Female"	"F"	35	4917756	0.7
	"Cocaine"	"T40.5"	"2009"	"2009"	"Georgia"	"13"	"Male"	"M"	105	4703090	2.2
	"Cocaine"	"T40.5"	"2009"	"2009"	"Hawaii"	"15"	"Male"	"M"	12	673642	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Illinois"	"17"	"Female"	"F"	78	6520723	1.2
	"Cocaine"	"T40.5"	"2009"	"2009"	"Illinois"	"17"	"Male"	"M"	258	6276055	4.1
	"Cocaine"	"T40.5"	"2009"	"2009"	"Indiana"	"18"	"Female"	"F"	13	3281477	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Indiana"	"18"	"Male"	"M"	29	3177848	0.9
	"Cocaine"	"T40.5"	"2009"	"2009"	"Iowa"	"19"	"Male"	"M"	13	1500131	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Kentucky"	"21"	"Male"	"M"	30	2123938	1.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"Louisiana"	"22"	"Female"	"F"	14	2295199	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Louisiana"	"22"	"Male"	"M"	39	2196449	1.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Maryland"	"24"	"Female"	"F"	24	2960001	0.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Maryland"	"24"	"Male"	"M"	66	2770387	2.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"Massachusetts"	"25"	"Female"	"F"	40	3365859	1.2
	"Cocaine"	"T40.5"	"2009"	"2009"	"Massachusetts"	"25"	"Male"	"M"	121	3151754	3.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Michigan"	"26"	"Female"	"F"	45	5044338	0.9
	"Cocaine"	"T40.5"	"2009"	"2009"	"Michigan"	"26"	"Male"	"M"	138	4857253	2.8
	"Cocaine"	"T40.5"	"2009"	"2009"	"Minnesota"	"27"	"Male"	"M"	14	2621245	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Mississippi"	"28"	"Male"	"M"	20	1436774	1.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"Missouri"	"29"	"Female"	"F"	16	3042021	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Missouri"	"29"	"Male"	"M"	47	2919067	1.6
	"Cocaine"	"T40.5"	"2009"	"2009"	"Nevada"	"32"	"Female"	"F"	17	1327618	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"Nevada"	"32"	"Male"	"M"	46	1357047	3.4
	"Cocaine"	"T40.5"	"2009"	"2009"	"New Hampshire"	"33"	"Male"	"M"	19	649227	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"New Jersey"	"34"	"Male"	"M"	15	4262096	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"New Mexico"	"35"	"Female"	"F"	18	1031238	Unreliable
	"Cocaine"	"T40.5"	"2009"	"2009"	"New Mexico"	"35"	"Male"	"M"	50	1005564	5.0
	"Cocaine"	"T40.5"	"2009"	"2009"	"New York"	"36"	"Female"	"F"	111	9966620	1.1
	"Cocaine"	"T40.5"	"2009"	"2009"	"New York"	"36"	"Male"	"M"	304	9340446	3.3
	"Cocaine"	"T40.5"	"2009"	"2009"	"North Carolina"	"37"	"Female"	"F"	53	4846501	1.1
	"Cocaine"	"T40.5"	"2009"	"2009"	"North Carolina"	"37"	"Male"	"M"	115	4603065	2.5
	"Cocaine"	"T40.5"	"2009"	"2009"	"Ohio"	"39"	"Female"	"F"	51	5902018	0.9
	"Cocaine"	"T40.5"	"2009"	"2009"	"Ohio"	"39"	"Male"	"M"	131	5626878	2.3
	"Cocaine"	"T40.5"	"2009"	"2009"	"Oklahoma"	"40"	"Male"	"M"	22	1839538	1.2
	"Cocaine"	"T40.5"	"2009"	"2009"	"Oregon"	"41"	"Male"	"M"	19	1885391	Unreliable
